route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
GREEN,GN2 MF,[@14.0.46304650@][3][1270561983328]/1__GN2_MF,Florida & Philo,0,GN2 MF,GREEN 525
TEAL SATURDAY,T2 UISA,[@12.0.44194660@][1250946648828]/14__T2_UISA,Illinois Terminal,1,T2 UISA,TEAL WEEKEND 16
ILLINI EVENING,I2-2 UIF,[@7.0.41950648@][1244056065453]/109__I2-2_UIF,Lincoln & Killarney,0,I2-2 UIF,220N ILLINI 10
BROWN ALT PM,9A SHOW PM WED,[@15.0.61734120@][10][1328801953874]/1__9A_SHOW_PM_WED,Devonshire Express,0,9A SHOW PM WED,[@15.0.61734120@]240
TEAL LATE NIGHT SATURDAY,T2 UISA,[@124.0.92275054@][1484344751044]/30__T2_UISA,Orchard Downs,0,T2 UISA,[@124.0.92275054@]120E TEAL LATE 13
SILVER,SV4 UIF SCH,[@12.0.42199629@][3][1246896440906]/24__SV4_UIF_SCH,Lincoln Square,0,SV4 UIF SCH,SILVER 2
TEAL SUNDAY,T1 UISU,[@124.0.92229742@][1484323714302]/127__T1_UISU,Illinois Terminal,1,T1 UISU,[@124.0.92229742@]TEAL WEEKEND 16
GREENHOPPER EVENING,GN3 SCHMTTF,[@14.0.50384734@][1270492238828]/38__GN3_SCHMTTF,Round Barn Road / Parkland College,1,GN3 SCHMTTF,HOPPER EV 62
GREY SATURDAY,GN3 UISA,[@15.0.73008535@][32][1401899327184]/44__GN3_UISA,Round Barn Road,1,GN3 UISA,[@15.0.69172548@]2
SILVER SUNDAY,SV1 UISU,[@124.0.92281033@][1484346076492]/47__SV1_UISU,Vet-Med,1,SV1 UISU,[@124.0.92281033@]130S SILVER WEEKEND 3
GREEN,GN6 SCHMF,[@7.0.38114548@][4][1219679333718]/0__GN6_SCHMF,Sixth & Pennsylvania,1,GN6 SCHMF,[@15.0.63192321@]25
GREEN SUNDAY,GR3 UISU,[@124.0.92334988@][1484579202830]/28__GR3_UISU,Orchard Downs,0,GR3 UISU,[@124.0.92334988@]50E->PC
TEAL,T1 UI F,[@7.0.41893871@][4][1243540851671]/3__T1_UI_F,Illinois Terminal,1,T1 UI F,12W TEAL 12
SILVER EVENING SATURDAY,SV1 UISA,[@124.0.92284627@][1484347218447]/109__SV1_UISA,PAR,1,SV1 UISA,[@124.0.92284627@]SILVER 121
GOLD,G4 MF,[@7.0.41203042@][3][1246636917359]/2__G4_MF,Lincoln Square,0,G4 MF,GOLD 161
ILLINI,I7 UIF,[@7.0.41200832@][1][1238430123625]/51__I7_UIF,Lincoln & Killarney,0,I7 UIF,22N ILLINI 10
YELLOW SUNDAY,Y5 NONUISU,[@124.0.92236898@][1484325332995]/60__Y5_NONUISU,Savoy Walmart,1,Y5 NONUISU,[@124.0.92236898@]100S
RED,R3 MF,[@14.0.56288404@][1][1302721117462]/14__R3_MF,Market Place,0,R3 MF,RED 1
PINK,P2 MF SCH,[@2.0.81838518@][12][1430161662663]/34__P2_MF_SCH,Round Barn Road,1,P2 MF SCH,[@2.0.81838518@]104
ILLINI LIMITED SATURDAY,I1 NONIUSA,[@6.0.14330204@][2][1622384445965]/64__I1_NONIUSA,Transit Plaza,1,I1 NONIUSA,ILLINI LIMITED WEEKEND 845
GREY,GR1 MF NOSCH,[@2.0.80545657@][31][1425487417760]/3__GR1_MF_NOSCH,Urbana Walmart,0,GR1 MF NOSCH,7E->LSG
GREEN LATE NIGHT SUNDAY,GR3 UISU,[@124.0.92345918@][1484579847669]/56__GR3_UISU,Lincoln Square,0,GR3 UISU,[@124.0.92345918@]50E-LATE
GREENHOPPER EVENING,GN5 MF,[@14.0.50384734@][1270492238828]/34__GN5_MF,Round Barn Road / Parkland College,1,GN5 MF,HOPPER EV 62
BRONZE,BZ1 SCHMF,[@15.0.63192037@][4][1337952881024]/11__BZ1_SCHMF,Yankee Ridge - Transit Plaza,1,BZ1 SCHMF,[@15.0.63192037@]4
ILLINI EVENING,I2-2 UIF,[@7.0.41950648@][1244056065453]/123__I2-2_UIF,Lincoln & Killarney,0,I2-2 UIF,220N ILLINI 10
SILVER SUNDAY,SV1 UISU,[@124.0.92281033@][1484346076492]/139__SV1_UISU,PAR,1,SV1 UISU,[@124.0.92281033@]SILVER WEEKEND 31
LIME EVENING,LM2 MF,[@124.0.94416751@][12][1496422986417]/0__LM2_MF,YMCA,1,LM2 MF,[@124.0.94416751@]29
BRONZE,BZ1 NOSCHMF,[@15.0.63192037@][4][1337952855101]/8__BZ1_NOSCHMF,Yankee Ridge - Transit Plaza,1,BZ1 NOSCHMF,[@15.0.63192037@]4
RED SATURDAY,R3SA,R3SATPO__R3SA,Philo & Silver,1,R3SA,R3SATPO
RED SATURDAY,R2SA,20RED020__R2SA,Philo & Silver,1,R2SA,20U->PS
YELLOW EVENING,Y2 NONUIMF,[@15.0.63189138@][2][1338407799588]/17__Y2_NONUIMF,Savoy Walmart,1,Y2 NONUIMF,[@14.0.56288340@]23
TEAL,T1 NON UI MF,[@7.0.41893871@][4][1243540851671]/31__T1_NON_UI_MF,Illinois Terminal,1,T1 NON UI MF,12W TEAL 12
BLUE,B2 MF,[@14.0.56288268@][3][1302635186718]/17__B2_MF,Illinois Terminal,0,B2 MF,BLUE 51
ILLINI LIMITED,I2 NONUIMF,[@6.0.14327389@][1][1622146973960]/22__I2_NONUIMF,Lincoln & Killarney,0,I2 NONUIMF,[@6.0.14327389@]10
YELLOW SATURDAY,Y4SA,[@15.0.63192124@][2][1338469240094]/7__Y4SA,Savoy Walmart,1,Y4SA,[@14.0.57766396@]100S
SILVER SUNDAY,SV2 UISU,[@124.0.92281033@][1484346076492]/90__SV2_UISU,Lincoln Square,0,SV2 UISU,[@124.0.92281033@]130N SILVER WEEKEND 1
ILLINI EVENING SATURDAY,I2   UISA,[@124.0.92260187@][1484328831455]/313__I2___UISA,Lincoln & Killarney,0,I2   UISA,[@124.0.92260187@]220N ILLINI 10
ILLINI,I7 UIF,[@7.0.41200832@][1][1238430123625]/11__I7_UIF,Lincoln & Killarney,0,I7 UIF,22N ILLINI 10
SILVER,SV3 UI MF,[@12.0.42199629@][3][1246896590515]/39__SV3_UI_MF,Lincoln Square,0,SV3 UI MF,SILVER 2
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][2][1334072041692]/27__L1SA,Illinois Terminal,1,L1SA,30SBB->IT
ILLINI EVENING SUNDAY,I7 UISU,[@124.0.92263401@][1484328944432]/208__I7_UISU,PAR,1,I7 UISU,[@124.0.92263401@]220S ILLINI 20
SILVER EVENING,SV4 UIF SCH,[@12.0.42224456@][4][1246897225718]/14__SV4_UIF_SCH,Vet-Med,1,SV4 UIF SCH,130S SILVER EVENING 3
ILLINI EVENING SATURDAY,I6 UISA,[@124.0.92260187@][1484328831455]/131__I6_UISA,PAR,1,I6 UISA,[@124.0.92260187@]220S ILLINI 20
SILVER LIMITED SUNDAY,SV1 NONUISU,[@124.0.92241454@][1484326515007]/69__SV1_NONUISU,Transit Plaza,1,SV1 NONUISU,[@124.0.92241454@]7
TEAL SATURDAY,T1 NONUISA,[@12.0.44194660@][1250946648828]/17__T1_NONUISA,Illinois Terminal,1,T1 NONUISA,TEAL WEEKEND 16
TEAL,T3 NON UI MF,[@7.0.41893871@][4][1243540851671]/8__T3_NON_UI_MF,Illinois Terminal,1,T3 NON UI MF,12W TEAL 12
SILVER,SV3 UI MF,[@12.0.42199629@][4][1246896960625]/122__SV3_UI_MF,PAR,1,SV3 UI MF,SILVER 120
TEAL,T3 UI MF,[@124.0.111414163@][32][1526581741723]/0__T3_UI_MF,PAR,1,T3 UI MF,12W TEAL 12
ILLINI EVENING SATURDAY,I1  UISA,[@124.0.92260187@][1484328831455]/283__I1__UISA,Lincoln & Killarney,0,I1  UISA,[@124.0.92260187@]220N ILLINI 10
LINK,LN2 MF,[@6.0.15252684@][1][1622671552500]/14__LN2_MF,University and Wright,0,LN2 MF,[@6.0.15252684@]1
GREENHOPPER EVENING,GN3 SCHWED ONLY,[@14.0.50384734@][1270492238828]/5__GN3_SCHWED_ONLY,Sunnycrest,0,GN3 SCHWED ONLY,HOPPER EV 107
LINK,LN3 MF,[@6.0.15252684@][2][1622672028480]/67__LN3_MF,Water Survey,1,LN3 MF,[@6.0.15252684@]2
1S YELLOW ALT,1S YELLOW SHOW #2,[@124.0.143436343@][2][1590609667676]/2__1S_YELLOW_SHOW_#2,Alternate,1,1S YELLOW SHOW #2,[@124.0.143436343@]6
ILLINI EVENING SUNDAY,I1 UISU,[@124.0.92263401@][1484328944432]/168__I1_UISU,Lincoln & Killarney,0,I1 UISU,[@124.0.92263401@]220N ILLINI 10
TEAL SATURDAY,T2 UISA,[@12.0.44194660@][1250946648828]/10__T2_UISA,Illinois Terminal,1,T2 UISA,TEAL WEEKEND 16
YELLOW LATE NIGHT SUNDAY,Y5 UISU,[@124.0.92330667@][1484578259855]/53__Y5_UISU,Lot E-14,1,Y5 UISU,[@124.0.94417623@]1
ORANGE,O3 MF,[@2.0.86175868@][1458585713139]/76__O3_MF,Illinois Terminal,1,O3 MF,[@2.0.86175868@]70
TEAL,T1 UI F,[@7.0.41893871@][4][1243540851671]/10__T1_UI_F,Illinois Terminal,1,T1 UI F,12W TEAL 12
ILLINI EVENING,I5 UIMTH,[@7.0.41950648@][1244056065453]/238__I5_UIMTH,PAR,1,I5 UIMTH,220S ILLINI 20
ORANGE,O2 MF,[@124.0.125764723@][31][1561045261795]/0__O2_MF,Lincoln Square - US 150 & Dodson,0,O2 MF,[@2.0.86175868@]ORANGE 12
YELLOW,Y4 MF,[@6.0.14329702@][2][1622064475621]/31__Y4_MF,Savoy Walmart,1,Y4 MF,YELLOW 13
YELLOW SUNDAY,Y3 SU,[@124.0.92236898@][1484325332995]/92__Y3_SU,Savoy Walmart,1,Y3 SU,[@124.0.92236898@]100S
TEAL EVENING,T1 NON UI MF,[@7.0.41903462@][4][1243545628328]/5__T1_NON_UI_MF,Illinois Terminal,1,T1 NON UI MF,TEAL EVENING 12
SILVER EVENING SUNDAY,SV2 UISU,[@124.0.92286725@][1484347296458]/130__SV2_UISU,Lincoln Square,0,SV2 UISU,[@124.0.92286725@]130N SILVER EVENING 2
SILVER,SV3 UI MF,[@124.0.111414732@][1][1526412802886]/0__SV3_UI_MF,Lincoln Square,0,SV3 UI MF,SILVER 2
YELLOW,Y3 MF,[@6.0.14329702@][2][1622062974029]/15__Y3_MF,Savoy Walmart,1,Y3 MF,YELLOW 14
SILVER SUNDAY,SV2 UISU,[@124.0.92281033@][1484346076492]/40__SV2_UISU,Vet-Med,1,SV2 UISU,[@124.0.92281033@]130S SILVER WEEKEND 3
SILVER EVENING,SV4 UIMTH SCH,[@12.0.42224456@][4][1246897225718]/18__SV4_UIMTH_SCH,Vet-Med,1,SV4 UIMTH SCH,130S SILVER EVENING 3
YELLOW SATURDAY,Y2 NONUISA,[@15.0.63192124@][1][1338468687615]/1__Y2_NONUISA,Champaign Walmart,0,Y2 NONUISA,[@14.0.57766396@]100NGRNWRT->
TEAL,T3 UI MF,[@14.0.51708725@][4][1275506226500]/28__T3_UI_MF,Illini Union,1,T3 UI MF,TEAL 24
YELLOW EVENING,Y2 NONUIMF,[@15.0.63189138@][1][1338404910860]/0__Y2_NONUIMF,Champaign Walmart,0,Y2 NONUIMF,100N
ILLINI EVENING SATURDAY,I1  UISA,[@124.0.92260187@][1484328831455]/95__I1__UISA,PAR,1,I1  UISA,[@124.0.92260187@]220S ILLINI 20
BLUE,B3 SCHMF,[@14.0.56288268@][4][1302636685683]/13__B3_SCHMF,Round Barn Road,1,B3 SCHMF,4W
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][2][1334072041692]/25__L1SA,Illinois Terminal,1,L1SA,30SBB->IT
GREEN SATURDAY,GR2SA,[@15.0.73006437@][32][1401892917223]/1__GR2SA,Round Barn Road,1,GR2SA,[@15.0.68513015@]219
TEAL LATE NIGHT SUNDAY,T2 UISU,[@124.0.92276155@][1484344792164]/77__T2_UISU,Illinois Terminal,1,T2 UISU,[@124.0.92276155@]120W TEAL LATE 12
LIME SATURDAY,LM1SA,[@124.0.94415201@][11][1496415327969]/13__LM1SA,Kirby & Duncan,0,LM1SA,[@15.0.73009433@]51
GREY SATURDAY,GN4SA,[@15.0.73008535@][31][1401898652823]/2__GN4SA,Lincoln Square - Urbana Walmart,0,GN4SA,[@15.0.69172548@]1
GREEN LATE NIGHT SUNDAY,GR3 UISU,[@124.0.92345918@][1484579847669]/7__GR3_UISU,Illinois Terminal,1,GR3 UISU,[@124.0.92345918@]50W-LATE
GREY SUNDAY,GN3 SU,[@2.0.85633657@][32][1463429698711]/13__GN3_SU,Round Barn Road,1,GN3 SU,70WIT->CF
ILLINI LIMITED SUNDAY,I2 UISU,[@6.0.14330187@][2][1622253008700]/30__I2_UISU,Transit Plaza,1,I2 UISU,[@124.0.92244155@]ILLINI LIMITED WEEKEND 845
GREY EVENING,GR4 MF,8GN518__GR4_MF,Lincoln Square - Urbana Walmart,0,GR4 MF,70E
GREEN,GN5 MF,5GN565__GN5_MF,Round Barn Road - Holiday Park,1,GN5 MF,5W-AM
LAVENDER SUNDAY,L1 SU,[@15.0.71205318@][1381241976567]/32__L1_SU,Champaign Walmart,0,L1 SU,[@15.0.71205318@]30NIT->BB
LINK,LN3 MF,[@6.0.15252684@][1][1622671552500]/18__LN3_MF,University and Wright,0,LN3 MF,[@6.0.15252684@]1
ILLINI LIMITED SATURDAY,I1 NONIUSA,[@6.0.14330204@][2][1622384445965]/34__I1_NONIUSA,Transit Plaza,1,I1 NONIUSA,ILLINI LIMITED WEEKEND 845
GREY SATURDAY,GN2 NONUISA,[@15.0.73008535@][31][1401898680792]/14__GN2_NONUISA,Lincoln Square - Urbana Walmart,0,GN2 NONUISA,[@15.0.69172548@]1
SILVER LIMITED SUNDAY,SV1 NONUISU,[@124.0.92241454@][1484326515007]/43__SV1_NONUISU,Lincoln Square,0,SV1 NONUISU,[@124.0.92241454@]4
GREEN LATE NIGHT SUNDAY,GR3 UISU,[@124.0.92345918@][1484579847669]/15__GR3_UISU,Illinois Terminal,1,GR3 UISU,[@124.0.92345918@]50W-LATE
GREY EVENING,GR3 UIMF,[@15.0.68508995@][4][1368817506253]/1__GR3_UIMF,Round Barn Road,1,GR3 UIMF,[@15.0.68508995@]2
GREEN LATE NIGHT,GN7 UIMTWR,8GN526__GN7_UIMTWR,Illinois Terminal,1,GN7 UIMTWR,50WLTNT->
RAVEN,RV1 MF,[@2.0.81457398@][11][1425933242956]/24__RV1_MF,Vet-Med,0,RV1 MF,[@2.0.81457398@]16
RED,R3 MF,[@14.0.56288404@][1][1302720941921]/10__R3_MF,Market Place - Apollo,0,R3 MF,[@2.0.80546903@]59
SILVER EVENING SATURDAY,SV1 UISA,[@124.0.92284627@][1484347218447]/89__SV1_UISA,PAR,1,SV1 UISA,[@124.0.92284627@]SILVER 121
YELLOW SATURDAY,Y2 NONUISA,[@15.0.63192124@][2][1338469240094]/15__Y2_NONUISA,Savoy Walmart,1,Y2 NONUISA,[@14.0.57766396@]100S
SILVER EVENING SATURDAY,SV1 UISA,[@124.0.92284627@][1484347218447]/87__SV1_UISA,PAR,1,SV1 UISA,[@124.0.92284627@]SILVER 121
GREENHOPPER EVENING,GN3 SCHMTTF,[@14.0.50384734@][1270492238828]/5__GN3_SCHMTTF,Sunnycrest,0,GN3 SCHMTTF,HOPPER EV 107
GREENHOPPER EVENING SATURDAY,GN1SA,[@7.0.42019048@][1245177724421]/71__GN1SA,Sunnycrest,0,GN1SA,50E HOPPER 102
TEAL LATE NIGHT SATURDAY,T2 UISA,[@124.0.92275054@][1484344751044]/40__T2_UISA,Orchard Downs,0,T2 UISA,[@124.0.92275054@]120E TEAL LATE 13
YELLOW SATURDAY,Y2 NONUISA,[@15.0.63192124@][1][1338414280664]/6__Y2_NONUISA,Champaign Walmart,0,Y2 NONUISA,[@14.0.57766396@]100N
GREEN EVENING,GN7 NONUIMF,[@7.0.41201218@][4][1243955118234]/24__GN7_NONUIMF,Round Barn Road - Parkland College,1,GN7 NONUIMF,50W GREEN 55
ILLINI,I5 UIF 1,[@7.0.41200832@][1][1238430123625]/58__I5_UIF_1,Lincoln & Killarney,0,I5 UIF 1,22N ILLINI 10
5W GREEN ALT 2,ORANGE_GREEN,[@36.0.28512376@][3][1175211427003]/21__ORANGE__GREEN,Fairlawn & Vine,0,ORANGE_GREEN,7E ALT 2
GREEN,I8 4S UI SCH,[@7.0.38114548@][4][1219256588000]/0__I8_4S_UI_SCH,Round Barn Road - Holiday Park,1,I8 4S UI SCH,5WCF
TEAL LATE NIGHT SATURDAY,T2 UISA,[@124.0.92275054@][1484344751044]/8__T2_UISA,Orchard Downs,0,T2 UISA,[@124.0.92275054@]TEAL LATE 14
TEAL SATURDAY,T1 UISA,[@12.0.44194660@][1250946648828]/135__T1_UISA,Orchard Downs,0,T1 UISA,12E TEAL WEEKEND 13
ILLINI LIMITED SUNDAY,I2 NONUISU,[@6.0.14330187@][2][1622253008700]/50__I2_NONUISU,Transit Plaza,1,I2 NONUISU,[@124.0.92244155@]ILLINI LIMITED WEEKEND 845
GREEN LATE NIGHT SUNDAY,GR3 UISU,[@124.0.92345918@][1484579847669]/60__GR3_UISU,Lincoln Square,0,GR3 UISU,[@124.0.92345918@]50E-LATE
GOLDHOPPER,G1 MF,[@7.0.41987615@][4][1246632595015]/15__G1_MF,Lot E-14,1,G1 MF,GOLDHOPPER 1
RUBY SUNDAY,RUB1 SU,[@124.0.125766852@][1][1558445731699]/0__RUB1_SU,Airport & Cunningham,0,RUB1 SU,[@124.0.92234822@]1
YELLOWHOPPER,Y8 UIMF,[@6.0.14331263@][2][1622139849262]/61__Y8_UIMF,Lot E-14,1,Y8 UIMF,YELLOWHOPPER 26
ILLINI,I4 UIMF,[@7.0.41200832@][1][1238430123625]/6__I4_UIMF,Lincoln & Killarney,0,I4 UIMF,22N ILLINI 10
GREEN EVENING,GN7 UIF,[@7.0.41201218@][3][1243953754500]/7__GN7_UIF,Orchard Downs,0,GN7 UIF,GREEN EVENING 52
ILLINI LIMITED,I2 NONUIMF,[@6.0.14327389@][2][1622152086585]/66__I2_NONUIMF,Transit Plaza,1,I2 NONUIMF,[@6.0.14327389@]15
ILLINI LIMITED SATURDAY,I1  UISA,[@6.0.14330204@][2][1622384445965]/38__I1__UISA,Transit Plaza,1,I1  UISA,ILLINI LIMITED WEEKEND 845
BLUE,B3 NOSCHMF,[@14.0.56288268@][3][1302635070638]/14__B3_NOSCHMF,Illinois Terminal,0,B3 NOSCHMF,BLUE 51
SILVER EVENING SATURDAY,SV2 UISA,[@124.0.92284627@][1484347218447]/14__SV2_UISA,Vet-Med,1,SV2 UISA,[@124.0.92284627@]130S SILVER EVENING 3
BRONZE ALT,8 BRONZE UMS WED,[@2.0.84948307@][1455637300277]/22__8_BRONZE_UMS_WED,Pennsylvania & Race,0,8 BRONZE UMS WED,[@2.0.84948307@]22
BLUE,B4 SCH WED,[@14.0.56288268@][4][1302636703862]/14__B4_SCH_WED,Round Barn Road,1,B4 SCH WED,4W
TEAL EVENING SATURDAY,T1 NONUISA,[@124.0.92279199@][1484345597711]/40__T1_NONUISA,Illinois Terminal,1,T1 NONUISA,[@124.0.92279199@]TEAL EVENING 12
SILVER LIMITED EVENING SATURDAY,SV1 NONUISA,[@124.0.92350475@][1484580809807]/49__SV1_NONUISA,Lincoln Square,0,SV1 NONUISA,[@124.0.92350475@]2
TEAL EVENING,T2-4 UI MF,[@7.0.41903462@][3][1243545697437]/20__T2-4_UI_MF,Orchard Downs,0,T2-4 UI MF,TEAL EVENING 13
TEAL SUNDAY,T2 UISU,[@124.0.92229742@][1484323714302]/83__T2_UISU,Illinois Terminal,1,T2 UISU,[@124.0.92229742@]TEAL WEEKEND 16
GREY EVENING,GR3 NONUIMF,2GR745__GR3_NONUIMF,Lincoln Square - Urbana Walmart,0,GR3 NONUIMF,70E
LAVENDER,L2 NO SCH MF,[@15.0.63192662@][2][1334601002186]/17__L2_NO_SCH_MF,Illinois Terminal,1,L2 NO SCH MF,LAVENDER 2
LIME EVENING,LM2 MF,[@124.0.94416751@][12][1496264709690]/3__LM2_MF,YMCA,1,LM2 MF,[@15.0.73008754@]38
ILLINI EVENING SATURDAY,I3 UISA,[@124.0.92260187@][1484328831455]/303__I3_UISA,Lincoln & Killarney,0,I3 UISA,[@124.0.92260187@]220N ILLINI 10
SILVER SUNDAY,SV1 UISU,[@124.0.92281033@][1484346076492]/145__SV1_UISU,PAR,1,SV1 UISU,[@124.0.92281033@]SILVER WEEKEND 31
GREY,GR1 MF NOSCH,[@2.0.80545657@][32][1425489606906]/26__GR1_MF_NOSCH,Parkland College,1,GR1 MF NOSCH,7W
GREEN,GN2 MF,2GN539__GN2_MF,Round Barn Road - Holiday Park,1,GN2 MF,5W-PM
SILVER LIMITED SATURDAY,SV1 NONUISA,[@15.0.67916770@][2][1363721613441]/10__SV1_NONUISA,Transit Plaza,1,SV1 NONUISA,[@15.0.67916770@]3
YELLOW SATURDAY,Y2 NONUISA,[@15.0.63192124@][1][1342109289752]/4__Y2_NONUISA,Champaign Walmart,0,Y2 NONUISA,[@14.0.57766396@]Y1SATPO
SILVER,SV4 UIF SCH,[@12.0.42199629@][4][1248355869859]/2__SV4_UIF_SCH,PAR,1,SV4 UIF SCH,SILVER 120
GREEN,GN1 MF,GN1PO__GN1_MF,Illini Union,1,GN1 MF,GN1PO
GREENHOPPER EVENING,GN3 NOSCH,[@14.0.50384734@][1270492238828]/32__GN3_NOSCH,Illinois Terminal,1,GN3 NOSCH,HOPPER EV 63
GREEN SATURDAY,GR4SA,GN5SAT010__GR4SA,Orchard Downs,0,GR4SA,50E->PC
SILVER LIMITED SATURDAY,SV1 NONUISA,[@15.0.67916770@][2][1363721664566]/25__SV1_NONUISA,Transit Plaza,1,SV1 NONUISA,[@15.0.67916770@]3
TEAL SATURDAY,T2 NONUISA,[@12.0.44194660@][1250946648828]/0__T2_NONUISA,Illinois Terminal,1,T2 NONUISA,12W TEAL WEEKEND 12
GOLDHOPPER,G2 MF,[@7.0.41987615@][4][1246632633781]/23__G2_MF,Lot E-14,1,G2 MF,GOLDHOPPER 1
ILLINI LIMITED EVENING,I1 NONUIMF,[@6.0.14328849@][1][1622466962641]/5__I1_NONUIMF,Lincoln & Killarney,0,I1 NONUIMF,22N 316
GREENHOPPER EVENING,GN5 MF,[@14.0.50384734@][1270492238828]/35__GN5_MF,Round Barn Road,1,GN5 MF,[@15.0.68512960@]65
RUBY EVENING SATURDAY,RUB1 SA,[@124.0.92246230@][1484327414903]/7__RUB1_SA,Lincoln Square,1,RUB1 SA,[@124.0.92246230@]2
YELLOW EVENING,Y3 MF,[@15.0.63189138@][1][1338405367103]/6__Y3_MF,Champaign Walmart,0,Y3 MF,100N
ILLINI EVENING,I4-3 UIF,[@7.0.41950648@][1244056065453]/78__I4-3_UIF,Lincoln & Killarney,0,I4-3 UIF,220N ILLINI 10
ILLINI LIMITED SATURDAY,I1  UISA,[@6.0.14330204@][2][1622384445965]/36__I1__UISA,Transit Plaza,1,I1  UISA,ILLINI LIMITED WEEKEND 845
ILLINI LIMITED EVENING,I1 NONUIMF,[@6.0.14328849@][2][1622467715328]/27__I1_NONUIMF,Transit Plaza,1,I1 NONUIMF,ILLINI 845 315
ILLINI LIMITED SATURDAY,I2  NONUISA,[@6.0.14330204@][1][1622384291845]/17__I2__NONUISA,Lincoln & Killarney,0,I2  NONUISA,[@6.0.14330204@]6
SILVER EVENING SATURDAY,SV1 UISA,[@124.0.92284627@][1484347218447]/106__SV1_UISA,PAR,1,SV1 UISA,[@124.0.92284627@]SILVER 121
GREEN LATE NIGHT SATURDAY,GN2 UISA,[@124.0.92344750@][1484579800344]/88__GN2_UISA,Lincoln Square,0,GN2 UISA,[@124.0.92344750@]50E->50WLNIGHT
TEAL EVENING,T1 UI MTWR,[@7.0.41903462@][3][1243545697437]/23__T1_UI_MTWR,Orchard Downs,0,T1 UI MTWR,TEAL EVENING 13
GREY,GR3 UIMF,[@2.0.80545657@][32][1425489606906]/27__GR3_UIMF,Parkland College,1,GR3 UIMF,7W
BLUE,B3 SCHMF,[@14.0.56288268@][4][1302638165831]/22__B3_SCHMF,Round Barn Road,1,B3 SCHMF,4W
NAVY,N2 MF,[@124.0.103534744@][31][1510337405478]/22__N2_MF,Illinois Terminal,0,N2 MF,[@124.0.103534744@]2
YELLOW EVENING,Y2 NONUIMF,[@15.0.63189138@][1][1338405523122]/10__Y2_NONUIMF,First & Gregory,0,Y2 NONUIMF,[@15.0.63189138@]8
TEAL,T1 NON UI MF,[@7.0.41893871@][3][1243541396687]/97__T1_NON_UI_MF,Orchard Downs,0,T1 NON UI MF,12E TEAL 13
GREY ALT,5W-7W SHOW WED,[@2.0.84907145@][1455575595497]/10__5W-7W_SHOW_WED,John & Crescent,1,5W-7W SHOW WED,[@2.0.84907145@]88
ILLINI,I2 UIMTH,[@7.0.41200832@][1][1238430123625]/24__I2_UIMTH,Lincoln & Killarney,0,I2 UIMTH,22N ILLINI 10
RED,R1 MF,[@14.0.56288404@][1][1302721117462]/12__R1_MF,Market Place,0,R1 MF,RED 1
ILLINI EVENING SATURDAY,I2   UISA,[@124.0.92260187@][1484328831455]/153__I2___UISA,PAR,1,I2   UISA,[@124.0.92260187@]220S ILLINI 20
GREEN EVENING,GN7 UIF,[@7.0.41201218@][4][1243955299875]/28__GN7_UIF,Illinois Terminal,1,GN7 UIF,50W GREEN 59
ORANGE,O1 MF,[@2.0.86175868@][1458585713139]/77__O1_MF,Illinois Terminal,1,O1 MF,[@2.0.86175868@]70
ILLINI LIMITED SUNDAY,I1 UISU,[@6.0.14330187@][1][1622252763821]/2__I1_UISU,Lincoln & Killarney,0,I1 UISU,[@6.0.14330187@]6
ILLINI LIMITED EVENING SATURDAY,I2  NONUISA,[@6.0.14330915@][1][1622384693780]/10__I2__NONUISA,Lincoln & Killarney,0,I2  NONUISA,[@124.0.92348983@]22N 316
TEAL,T1 NON UI MF,[@7.0.41893871@][4][1243540851671]/33__T1_NON_UI_MF,Illinois Terminal,1,T1 NON UI MF,12W TEAL 12
RUBY,RUB2 NOSCH,[@15.0.64600293@][1][1339519267236]/9__RUB2_NOSCH,Airport & Cunningham,0,RUB2 NOSCH,[@15.0.64600293@]1
SILVER SATURDAY,SV1 UISA,[@12.0.44184681@][1250945403296]/72__SV1_UISA,Lincoln Square,0,SV1 UISA,130N SILVER WEEKEND 1
RUBY EVENING SATURDAY,RUB1 SA,[@124.0.92246230@][1484327414903]/0__RUB1_SA,Lincoln Square,1,RUB1 SA,[@124.0.92246230@]4
TEAL,T3 UI MF,[@14.0.51708725@][4][1275506226500]/27__T3_UI_MF,Illini Union,1,T3 UI MF,TEAL 24
ILLINI EVENING SUNDAY,I3 UISU,[@124.0.92263401@][1484328944432]/59__I3_UISU,Lincoln & Killarney,0,I3 UISU,[@124.0.92263401@]220N ILLINI 10
GREENHOPPER,GNX5 MF,[@7.0.41101146@][4][1237930167062]/19__GNX5_MF,Parkland College,1,GNX5 MF,5W HOPPER 81
SILVER EVENING,SV4 UIF SCH,[@12.0.42224456@][3][1246897172937]/2__SV4_UIF_SCH,Lincoln Square,0,SV4 UIF SCH,130N SILVER EVENING 1
SILVER SATURDAY,SV1 UISA,[@12.0.44184681@][1250945403296]/82__SV1_UISA,Lincoln Square,0,SV1 UISA,130N SILVER WEEKEND 1
ILLINI,I8 UIMF,[@7.0.41200832@][1][1238430123625]/12__I8_UIMF,Lincoln & Killarney,0,I8 UIMF,22N ILLINI 10
GREENHOPPER EVENING,GN5 MF,[@14.0.50384734@][1270492238828]/6__GN5_MF,Sunnycrest,0,GN5 MF,[@15.0.68512960@]111
